unix,open,high,low,close,vwap,volume,tradecount,date,volume_from
1643190000,37773.0,37787.5,37773.0,37773.6,37774.5,3.08668434,28,2022-01-26 09:40:00,116595.179585424
1643190060,37781.2,37790.0,37781.2,37789.9,37787.4,0.20870164,9,2022-01-26 09:41:00,7886.814105436
1643190120,37790.0,37817.8,37790.0,37817.8,37790.4,0.40557161,5,2022-01-26 09:42:00,15337.826032658002
1643190180,37831.9,37831.9,37803.9,37803.9,37830.8,0.52558807,11,2022-01-26 09:43:00,19869.278839472998
1643190240,37810.0,37831.9,37810.0,37829.6,37831.7,0.59770376,8,2022-01-26 09:44:00,22610.894159296
1643190300,37831.8,37867.2,37831.8,37854.3,37857.8,3.42290746,30,2022-01-26 09:45:00,129571.765863078
1643190360,37854.3,37854.3,37831.8,37839.2,37840.8,0.02882824,9,2022-01-26 09:46:00,1090.837539008
1643190420,37831.9,37831.9,37831.8,37831.9,37831.8,0.10400084,4,2022-01-26 09:47:00,3934.549378796
1643190480,37831.9,37843.0,37831.9,37843.0,37838.8,2.30875566,13,2022-01-26 09:48:00,87370.24044138001
1643190540,37871.6,37873.1,37871.6,37873.0,37872.7,0.01603810,4,2022-01-26 09:49:00,607.4109612999999
1643190600,37873.1,37873.1,37873.0,37873.0,37873.0,0.03837862,6,2022-01-26 09:50:00,1453.5134752600002
1643190660,37873.0,37901.7,37873.0,37900.8,37896.8,0.17987003,9,2022-01-26 09:51:00,6817.218033024
1643190720,37904.1,37935.1,37904.1,37909.5,37924.5,7.72116420,25,2022-01-26 09:52:00,292705.4742399
1643190780,37909.7,37909.7,37884.1,37884.1,37906.4,0.03819691,7,2022-01-26 09:53:00,1447.055558131
1643190840,37880.2,37880.2,37707.5,37707.5,37822.7,16.21818865,79,2022-01-26 09:54:00,611547.348519875
1643190900,37712.5,37712.5,37593.0,37593.0,37621.4,9.94481173,71,2022-01-26 09:55:00,373855.30736589
1643190960,37643.3,37663.2,37643.3,37662.5,37662.4,0.05289894,11,2022-01-26 09:56:00,1992.30632775
1643191020,37662.6,37684.1,37662.6,37684.1,37680.0,0.48655690,11,2022-01-26 09:57:00,18335.458875289998
1643191080,37684.1,37744.5,37684.1,37684.2,37718.3,0.02377971,9,2022-01-26 09:58:00,896.1193475819999
1643191140,37690.0,37714.3,37690.0,37714.2,37696.8,0.21045326,6,2022-01-26 09:59:00,7937.0763382919995
1643191200,37697.7,37697.7,37663.3,37676.4,37673.5,0.38418694,20,2022-01-26 10:00:00,14474.780826216
1643191260,37675.5,37675.5,37604.7,37612.7,37635.0,1.33641945,16,2022-01-26 10:01:00,50266.34384701499
1643191320,37622.0,37622.0,37615.0,37615.0,37615.5,0.10337429,4,2022-01-26 10:02:00,3888.42391835
1643191380,37615.0,37680.9,37615.0,37663.3,37625.1,0.21790849,8,2022-01-26 10:03:00,8207.152831417001
1643191440,37671.4,37719.1,37671.3,37719.1,37680.8,2.30527314,33,2022-01-26 10:04:00,86952.828094974
1643191500,37719.1,37795.8,37719.1,37795.8,37732.7,1.55647017,19,2022-01-26 10:05:00,58828.03525128601
1643191560,37785.5,37785.5,37770.3,37770.3,37785.4,1.87753021,16,2022-01-26 10:06:00,70914.879290763
1643191620,37702.4,37704.9,37699.5,37699.5,37702.4,0.04210048,3,2022-01-26 10:07:00,1587.16704576
1643191680,37698.6,37698.6,37671.5,37671.5,37683.1,0.05518468,9,2022-01-26 10:08:00,2078.88967262
1643191740,37671.5,37712.0,37657.6,37657.6,37702.4,0.57810365,8,2022-01-26 10:09:00,21769.996010239996
1643191800,37656.5,37668.5,37649.1,37668.5,37654.0,0.03610634,4,2022-01-26 10:10:00,1360.07166829
1643191860,37703.2,37703.2,37702.4,37703.2,37703.1,0.04737488,6,2022-01-26 10:11:00,1786.1845756159998
1643191920,37703.2,37743.2,37703.2,37736.5,37705.0,0.48729089,14,2022-01-26 10:12:00,18388.652670485
1643191980,37738.7,37738.7,37721.9,37724.5,37724.8,0.97978517,10,2022-01-26 10:13:00,36961.905645665
